UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,130.74,986,1,3,3
10_01_N439AA_43,129.78,986,1,7,7
14_01_N466AA_43,130.47,986,1,4,4
18_01_N566AA_43,133.25,986,1,1,1
22_01_N547AA_43,132.88,986,1,5,5
26_01_N4XPAA_43,132.28,986,1,2,2
30_01_N4XVAA_43,134.11,986,1,6,6
03_01_N4WJAA_43,129.9,986,1,7,7
07_01_N434AA_43,130.85,986,1,4,4
11_01_N468AA_43,132.59,986,1,1,1
15_01_N501AA_43,131.31,986,1,5,5
19_01_N499AA_43,132.44,986,1,2,2
23_01_N520AA_43,130.74,986,1,6,6
27_01_N4UCAA_43,134.8,986,1,3,3
31_01_N4XGAA_43,132.52,986,1,7,7
04_01_N3FWAA_44,527.62,2422,1,1,1
08_01_N3JYAA_44,525.63,2422,1,5,5
12_01_N3MLAA_44,526.79,2422,1,2,2
16_01_N3CXAA_44,526.41,2422,1,6,6
20_01_N3JNAA_44,522.66,2422,1,3,3
25_01_N3MNAA_44,524.96,2422,1,1,1
29_01_N3CEAA_44,523.94,2422,1,5,5
02_01_N3KPAA_45,525.33,2422,1,6,6
06_01_N3LBAA_45,524.95,2422,1,3,3
10_01_N3ADAA_45,522.57,2422,1,7,7
14_01_N3MUAA_45,526.73,2422,1,4,4
18_01_N3GHAA_45,526.63,2422,1,1,1
22_01_N3DXAA_45,526.74,2422,1,5,5
28_01_N3CEAA_45,523.35,2422,1,4,4
01_01_N3JUAA_46,360.02,1829,1,5,5
02_01_N3LTAA_47,361.34,1829,1,6,6
06_01_N3LKAA_47,360.73,1829,1,3,3
10_01_N3MKAA_47,360.73,1829,1,7,7
14_01_N3LRAA_47,359.78,1829,1,4,4
18_01_N3LCAA_47,360.44,1829,1,1,1
22_01_N3LNAA_47,362.81,1829,1,5,5
26_01_N3MHAA_47,361.44,1829,1,2,2
30_01_N3MEAA_47,360.73,1829,1,6,6
03_01_N877AA_48,120.42,868,1,7,7
07_01_N883AA_48,119.43,868,1,4,4
11_01_N870AA_48,122.05,868,1,1,1
15_01_N877AA_48,119.69,868,1,5,5
19_01_N883AA_48,120.6,868,1,2,2
23_01_N882AA_48,120.41,868,1,6,6
27_01_N883AA_48,117.66,868,1,3,3
31_01_N880AA_48,117.18,868,1,7,7
05_01_N4WKAA_50,83.77,550,1,2,2
10_01_N4YBAA_50,80.98,550,1,7,7
14_01_N4XTAA_50,81.93,550,1,4,4
19_01_N4XLAA_50,83.52,550,1,2,2
24_01_N4XRAA_50,82.5,550,1,7,7
28_01_N520AA_50,83.96,550,1,4,4
04_01_N437AA_51,86.41,550,1,1,1
08_01_N4YLAA_51,85.05,550,1,5,5
12_01_N4YAAA_51,85.98,550,1,2,2
16_01_N489AA_51,83.45,550,1,6,6
