UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,135.33,986,1,3,5
10_01_N439AA_43,133.0,986,1,7,2
14_01_N466AA_43,136.04,986,1,4,6
18_01_N566AA_43,136.17,986,1,1,3
22_01_N547AA_43,135.56,986,1,5,7
26_01_N4XPAA_43,132.71,986,1,2,4
30_01_N4XVAA_43,132.65,986,1,6,1
03_01_N4WJAA_43,134.47,986,1,7,2
07_01_N434AA_43,135.55,986,1,4,6
11_01_N468AA_43,133.98,986,1,1,3
15_01_N501AA_43,135.98,986,1,5,7
19_01_N499AA_43,135.57,986,1,2,4
23_01_N520AA_43,136.2,986,1,6,1
27_01_N4UCAA_43,135.25,986,1,3,5
31_01_N4XGAA_43,136.15,986,1,7,2
04_01_N3FWAA_44,527.16,2422,1,1,3
08_01_N3JYAA_44,527.39,2422,1,5,7
12_01_N3MLAA_44,525.59,2422,1,2,4
16_01_N3CXAA_44,527.21,2422,1,6,1
20_01_N3JNAA_44,526.35,2422,1,3,5
25_01_N3MNAA_44,527.79,2422,1,1,3
29_01_N3CEAA_44,527.96,2422,1,5,7
02_01_N3KPAA_45,528.06,2422,1,6,1
06_01_N3LBAA_45,527.59,2422,1,3,5
10_01_N3ADAA_45,527.06,2422,1,7,2
14_01_N3MUAA_45,524.1,2422,1,4,6
18_01_N3GHAA_45,524.58,2422,1,1,3
22_01_N3DXAA_45,525.44,2422,1,5,7
28_01_N3CEAA_45,528.79,2422,1,4,6
01_01_N3JUAA_46,363.4,1829,1,5,7
02_01_N3LTAA_47,365.46,1829,1,6,1
06_01_N3LKAA_47,365.04,1829,1,3,5
10_01_N3MKAA_47,365.08,1829,1,7,2
14_01_N3LRAA_47,365.99,1829,1,4,6
18_01_N3LCAA_47,361.89,1829,1,1,3
22_01_N3LNAA_47,363.24,1829,1,5,7
26_01_N3MHAA_47,361.8,1829,1,2,4
30_01_N3MEAA_47,364.9,1829,1,6,1
03_01_N877AA_48,120.1,868,1,7,2
07_01_N883AA_48,119.38,868,1,4,6
11_01_N870AA_48,118.36,868,1,1,3
15_01_N877AA_48,118.59,868,1,5,7
19_01_N883AA_48,122.07,868,1,2,4
23_01_N882AA_48,122.3,868,1,6,1
27_01_N883AA_48,118.86,868,1,3,5
31_01_N880AA_48,123.43,868,1,7,2
