UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,121.81,986,1,3,2
10_01_N439AA_43,121.34,986,1,7,6
14_01_N466AA_43,121.35,986,1,4,3
18_01_N566AA_43,121.98,986,1,1,7
22_01_N547AA_43,123.84,986,1,5,4
26_01_N4XPAA_43,123.37,986,1,2,1
30_01_N4XVAA_43,120.8,986,1,6,5
03_01_N4WJAA_43,123.62,986,1,7,6
07_01_N434AA_43,120.97,986,1,4,3
11_01_N468AA_43,122.7,986,1,1,7
15_01_N501AA_43,124.33,986,1,5,4
19_01_N499AA_43,126.31,986,1,2,1
23_01_N520AA_43,120.95,986,1,6,5
27_01_N4UCAA_43,124.2,986,1,3,2
31_01_N4XGAA_43,123.81,986,1,7,6
04_01_N3FWAA_44,516.46,2422,1,1,7
08_01_N3JYAA_44,515.57,2422,1,5,4
12_01_N3MLAA_44,514.23,2422,1,2,1
16_01_N3CXAA_44,516.31,2422,1,6,5
20_01_N3JNAA_44,518.94,2422,1,3,2
25_01_N3MNAA_44,516.08,2422,1,1,7
29_01_N3CEAA_44,518.23,2422,1,5,4
02_01_N3KPAA_45,516.57,2422,1,6,5
06_01_N3LBAA_45,517.25,2422,1,3,2
10_01_N3ADAA_45,513.61,2422,1,7,6
14_01_N3MUAA_45,514.88,2422,1,4,3
18_01_N3GHAA_45,514.84,2422,1,1,7
22_01_N3DXAA_45,516.6,2422,1,5,4
28_01_N3CEAA_45,515.53,2422,1,4,3
01_01_N3JUAA_46,351.74,1829,1,5,4
02_01_N3LTAA_47,352.39,1829,1,6,5
06_01_N3LKAA_47,352.11,1829,1,3,2
10_01_N3MKAA_47,353.21,1829,1,7,6
14_01_N3LRAA_47,354.07,1829,1,4,3
18_01_N3LCAA_47,354.58,1829,1,1,7
22_01_N3LNAA_47,354.59,1829,1,5,4
26_01_N3MHAA_47,352.46,1829,1,2,1
30_01_N3MEAA_47,354.62,1829,1,6,5
03_01_N877AA_48,110.93,868,1,7,6
07_01_N883AA_48,109.93,868,1,4,3
11_01_N870AA_48,111.58,868,1,1,7
15_01_N877AA_48,111.36,868,1,5,4
19_01_N883AA_48,110.52,868,1,2,1
23_01_N882AA_48,108.25,868,1,6,5
27_01_N883AA_48,109.73,868,1,3,2
31_01_N880AA_48,107.99,868,1,7,6
05_01_N4WKAA_50,72.59,550,1,2,1
10_01_N4YBAA_50,72.2,550,1,7,6
14_01_N4XTAA_50,73.38,550,1,4,3
19_01_N4XLAA_50,73.96,550,1,2,1
24_01_N4XRAA_50,74.35,550,1,7,6
28_01_N520AA_50,73.72,550,1,4,3
04_01_N437AA_51,76.42,550,1,1,7
08_01_N4YLAA_51,75.58,550,1,5,4
12_01_N4YAAA_51,76.47,550,1,2,1
16_01_N489AA_51,73.47,550,1,6,5
20_01_N570AA_51,73.6,550,1,3,2
24_01_N4XDAA_51,71.86,550,1,7,6
28_01_N439AA_51,73.5,550,1,4,3
01_01_N3MCAA_52,487.15,2311,1,5,4
05_01_N3LPAA_52,486.18,2311,1,2,1
09_01_N3MGAA_52,483.46,2311,1,6,5
13_01_N3LEAA_52,488.29,2311,1,3,2
17_01_N3MBAA_52,487.59,2311,1,7,6
21_01_N3CUAA_52,483.98,2311,1,4,3
29_01_N3MJAA_52,485.55,2311,1,5,4
02_01_N3ABAA_53,125.8,1012,1,6,5
06_01_N3EEAA_53,129.59,1012,1,3,2
10_01_N3JNAA_53,128.47,1012,1,7,6
14_01_N3ENAA_53,130.08,1012,1,4,3
18_01_N3MVAA_53,125.61,1012,1,1,7
22_01_N3GYAA_53,126.11,1012,1,5,4
26_01_N3GYAA_53,129.33,1012,1,2,1
30_01_N3LAAA_53,129.8,1012,1,6,5
03_01_N3JMAA_54,126.04,1005,1,7,6
07_01_N3CXAA_54,126.86,1005,1,4,3
11_01_N3BMAA_54,125.05,1005,1,1,7
15_01_N3JKAA_54,126.54,1005,1,5,4
19_01_N3KYAA_54,125.09,1005,1,2,1
23_01_N3KWAA_54,124.59,1005,1,6,5
27_01_N3JKAA_54,128.4,1005,1,3,2
31_01_N3CWAA_54,126.99,1005,1,7,6
04_01_N3HLAA_56,319.98,1709,1,1,7
08_01_N3FRAA_56,317.83,1709,1,5,4
12_01_N3FWAA_56,322.13,1709,1,2,1
16_01_N3EFAA_56,320.8,1709,1,6,5
20_01_N3JEAA_56,319.85,1709,1,3,2
24_01_N3HCAA_56,318.43,1709,1,7,6
28_01_N3HTAA_56,322.47,1709,1,4,3
01_01_N3ENAA_57,318.77,1709,1,5,4
05_01_N3JHAA_57,322.8,1709,1,2,1
09_01_N3DNAA_57,321.22,1709,1,6,5
13_01_N3DUAA_57,320.6,1709,1,3,2
17_01_N3DAAA_57,320.57,1709,1,7,6
21_01_N3NDAA_57,318.98,1709,1,4,3
25_01_N3KNAA_57,321.06,1709,1,1,7
29_01_N3ADAA_57,317.56,1709,1,5,4
02_01_N855AA_58,540.05,2504,1,6,5
06_01_N865AA_58,539.93,2504,1,3,2
10_01_N850AA_58,537.01,2504,1,7,6
14_01_N858AA_58,537.4,2504,1,4,3
18_01_N854AA_58,538.73,2504,1,1,7
22_01_N862AA_58,538.02,2504,1,5,4
26_01_N865AA_58,537.21,2504,1,2,1
30_01_N863AA_58,539.7,2504,1,6,5
03_01_N864AA_59,537.54,2504,1,7,6
07_01_N861AA_59,537.1,2504,1,4,3
11_01_N857AA_59,538.64,2504,1,1,7
15_01_N865AA_59,538.42,2504,1,5,4
19_01_N860AA_59,540.77,2504,1,2,1
23_01_N861AA_59,535.99,2504,1,6,5
27_01_N854AA_59,541.72,2504,1,3,2
31_01_N853AA_59,538.51,2504,1,7,6
05_01_N863AA_60,158.49,1121,1,2,1
09_01_N3AHAA_60,156.33,1121,1,6,5
13_01_N863AA_60,159.24,1121,1,3,2
17_01_N5FMAA_60,159.76,1121,1,7,6
21_01_N864AA_60,157.83,1121,1,4,3
25_01_N854AA_60,156.78,1121,1,1,7
29_01_N5DKAA_60,157.43,1121,1,5,4
02_01_N387AA_61,159.85,1121,1,6,5
07_01_N353AA_61,155.98,1121,1,4,3
11_01_N367AA_61,155.69,1121,1,1,7
15_01_N5FSAA_61,159.61,1121,1,5,4
19_01_N5ERAA_61,156.68,1121,1,2,1
23_01_N5DGAA_61,157.3,1121,1,6,5
27_01_N5EUAA_61,160.79,1121,1,3,2
31_01_N5DVAA_61,156.15,1121,1,7,6
04_01_N010AA_62,118.38,964,1,1,7
04_01_N3CDAA_63,122.04,964,1,1,7
08_01_N3BHAA_63,121.59,964,1,5,4
12_01_N3CDAA_63,123.61,964,1,2,1
16_01_N3FUAA_63,118.75,964,1,6,5
20_01_N3JMAA_63,122.69,964,1,3,2
24_01_N3KVAA_63,121.05,964,1,7,6
28_01_N3JAAA_63,122.8,964,1,4,3
01_01_N381AA_64,151.1,1089,1,5,4
05_01_N399AA_64,149.5,1089,1,2,1
09_01_N3JNAA_64,148.52,1089,1,6,5
13_01_N390AA_64,150.3,1089,1,3,2
17_01_N7BNAA_64,149.37,1089,1,7,6
21_01_N373AA_64,150.09,1089,1,4,3
27_01_N393AA_64,148.35,1089,1,3,2
31_01_N7BGAA_64,150.29,1089,1,7,6
04_01_N349AA_65,148.92,1089,1,1,7
08_01_N5ESAA_65,150.89,1089,1,5,4
12_01_N390AA_65,152.56,1089,1,2,1
16_01_N3JSAA_65,150.83,1089,1,6,5
20_01_N396AA_65,148.1,1089,1,3,2
25_01_N373AA_65,148.12,1089,1,1,7
29_01_N390AA_65,149.51,1089,1,5,4
03_01_N3CTAA_66,265.8,1521,1,7,6
07_01_N3FGAA_66,270.79,1521,1,4,3
11_01_N3AGAA_66,266.64,1521,1,1,7
15_01_N3BVAA_66,267.51,1521,1,5,4
