UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,131.85,986,1,3,4
10_01_N439AA_43,133.0,986,1,7,1
14_01_N466AA_43,135.26,986,1,4,5
18_01_N566AA_43,131.81,986,1,1,2
22_01_N547AA_43,130.8,986,1,5,6
26_01_N4XPAA_43,135.42,986,1,2,3
30_01_N4XVAA_43,131.28,986,1,6,7
03_01_N4WJAA_43,136.34,986,1,7,1
07_01_N434AA_43,132.67,986,1,4,5
11_01_N468AA_43,133.71,986,1,1,2
15_01_N501AA_43,135.61,986,1,5,6
19_01_N499AA_43,132.64,986,1,2,3
23_01_N520AA_43,135.63,986,1,6,7
27_01_N4UCAA_43,132.71,986,1,3,4
31_01_N4XGAA_43,135.0,986,1,7,1
04_01_N3FWAA_44,527.69,2422,1,1,2
08_01_N3JYAA_44,524.05,2422,1,5,6
12_01_N3MLAA_44,525.81,2422,1,2,3
16_01_N3CXAA_44,524.06,2422,1,6,7
20_01_N3JNAA_44,527.75,2422,1,3,4
25_01_N3MNAA_44,526.4,2422,1,1,2
29_01_N3CEAA_44,525.87,2422,1,5,6
02_01_N3KPAA_45,524.99,2422,1,6,7
06_01_N3LBAA_45,524.46,2422,1,3,4
10_01_N3ADAA_45,524.26,2422,1,7,1
14_01_N3MUAA_45,525.7,2422,1,4,5
18_01_N3GHAA_45,526.19,2422,1,1,2
22_01_N3DXAA_45,523.98,2422,1,5,6
28_01_N3CEAA_45,524.82,2422,1,4,5
01_01_N3JUAA_46,361.17,1829,1,5,6
02_01_N3LTAA_47,360.49,1829,1,6,7
06_01_N3LKAA_47,361.63,1829,1,3,4
10_01_N3MKAA_47,363.42,1829,1,7,1
14_01_N3LRAA_47,364.03,1829,1,4,5
18_01_N3LCAA_47,361.51,1829,1,1,2
22_01_N3LNAA_47,361.21,1829,1,5,6
26_01_N3MHAA_47,361.31,1829,1,2,3
30_01_N3MEAA_47,362.48,1829,1,6,7
03_01_N877AA_48,121.96,868,1,7,1
07_01_N883AA_48,120.61,868,1,4,5
11_01_N870AA_48,122.1,868,1,1,2
15_01_N877AA_48,118.32,868,1,5,6
19_01_N883AA_48,120.8,868,1,2,3
23_01_N882AA_48,121.1,868,1,6,7
27_01_N883AA_48,118.63,868,1,3,4
31_01_N880AA_48,123.12,868,1,7,1
05_01_N4WKAA_50,86.82,550,1,2,3
10_01_N4YBAA_50,85.49,550,1,7,1
14_01_N4XTAA_50,82.22,550,1,4,5
19_01_N4XLAA_50,85.82,550,1,2,3
24_01_N4XRAA_50,85.91,550,1,7,1
28_01_N520AA_50,86.48,550,1,4,5
04_01_N437AA_51,85.11,550,1,1,2
08_01_N4YLAA_51,85.06,550,1,5,6
12_01_N4YAAA_51,85.1,550,1,2,3
16_01_N489AA_51,86.76,550,1,6,7
20_01_N570AA_51,83.36,550,1,3,4
24_01_N4XDAA_51,86.85,550,1,7,1
28_01_N439AA_51,84.8,550,1,4,5
01_01_N3MCAA_52,493.23,2311,1,5,6
05_01_N3LPAA_52,494.22,2311,1,2,3
09_01_N3MGAA_52,494.28,2311,1,6,7
13_01_N3LEAA_52,496.09,2311,1,3,4
17_01_N3MBAA_52,494.81,2311,1,7,1
21_01_N3CUAA_52,495.12,2311,1,4,5
29_01_N3MJAA_52,493.67,2311,1,5,6
02_01_N3ABAA_53,137.44,1012,1,6,7
06_01_N3EEAA_53,137.13,1012,1,3,4
10_01_N3JNAA_53,141.24,1012,1,7,1
14_01_N3ENAA_53,138.15,1012,1,4,5
18_01_N3MVAA_53,138.52,1012,1,1,2
22_01_N3GYAA_53,136.65,1012,1,5,6
26_01_N3GYAA_53,140.2,1012,1,2,3
30_01_N3LAAA_53,137.25,1012,1,6,7
03_01_N3JMAA_54,134.62,1005,1,7,1
07_01_N3CXAA_54,134.51,1005,1,4,5
11_01_N3BMAA_54,135.16,1005,1,1,2
15_01_N3JKAA_54,134.88,1005,1,5,6
19_01_N3KYAA_54,137.49,1005,1,2,3
23_01_N3KWAA_54,138.66,1005,1,6,7
27_01_N3JKAA_54,137.97,1005,1,3,4
31_01_N3CWAA_54,134.45,1005,1,7,1
04_01_N3HLAA_56,328.33,1709,1,1,2
08_01_N3FRAA_56,332.22,1709,1,5,6
12_01_N3FWAA_56,331.98,1709,1,2,3
16_01_N3EFAA_56,327.3,1709,1,6,7
20_01_N3JEAA_56,329.18,1709,1,3,4
24_01_N3HCAA_56,331.88,1709,1,7,1
28_01_N3HTAA_56,327.09,1709,1,4,5
01_01_N3ENAA_57,328.63,1709,1,5,6
05_01_N3JHAA_57,327.65,1709,1,2,3
09_01_N3DNAA_57,329.45,1709,1,6,7
13_01_N3DUAA_57,331.48,1709,1,3,4
17_01_N3DAAA_57,330.98,1709,1,7,1
21_01_N3NDAA_57,330.58,1709,1,4,5
25_01_N3KNAA_57,332.47,1709,1,1,2
29_01_N3ADAA_57,328.11,1709,1,5,6
02_01_N855AA_58,549.52,2504,1,6,7
06_01_N865AA_58,546.1,2504,1,3,4
10_01_N850AA_58,548.93,2504,1,7,1
14_01_N858AA_58,550.64,2504,1,4,5
18_01_N854AA_58,551.49,2504,1,1,2
22_01_N862AA_58,550.42,2504,1,5,6
26_01_N865AA_58,548.41,2504,1,2,3
30_01_N863AA_58,546.4,2504,1,6,7
03_01_N864AA_59,550.73,2504,1,7,1
07_01_N861AA_59,549.61,2504,1,4,5
11_01_N857AA_59,549.97,2504,1,1,2
15_01_N865AA_59,549.63,2504,1,5,6
19_01_N860AA_59,550.46,2504,1,2,3
23_01_N861AA_59,549.26,2504,1,6,7
27_01_N854AA_59,547.98,2504,1,3,4
31_01_N853AA_59,550.42,2504,1,7,1
05_01_N863AA_60,166.24,1121,1,2,3
09_01_N3AHAA_60,167.35,1121,1,6,7
13_01_N863AA_60,166.47,1121,1,3,4
17_01_N5FMAA_60,169.45,1121,1,7,1
21_01_N864AA_60,167.08,1121,1,4,5
25_01_N854AA_60,169.04,1121,1,1,2
29_01_N5DKAA_60,166.59,1121,1,5,6
02_01_N387AA_61,167.95,1121,1,6,7
07_01_N353AA_61,168.29,1121,1,4,5
11_01_N367AA_61,170.53,1121,1,1,2
15_01_N5FSAA_61,168.07,1121,1,5,6
19_01_N5ERAA_61,168.72,1121,1,2,3
23_01_N5DGAA_61,170.4,1121,1,6,7
27_01_N5EUAA_61,166.25,1121,1,3,4
31_01_N5DVAA_61,166.73,1121,1,7,1
04_01_N010AA_62,129.52,964,1,1,2
04_01_N3CDAA_63,129.28,964,1,1,2
08_01_N3BHAA_63,129.76,964,1,5,6
12_01_N3CDAA_63,130.48,964,1,2,3
16_01_N3FUAA_63,131.1,964,1,6,7
20_01_N3JMAA_63,129.04,964,1,3,4
24_01_N3KVAA_63,129.13,964,1,7,1
28_01_N3JAAA_63,132.39,964,1,4,5
01_01_N381AA_64,157.79,1089,1,5,6
05_01_N399AA_64,160.04,1089,1,2,3
09_01_N3JNAA_64,160.68,1089,1,6,7
13_01_N390AA_64,156.94,1089,1,3,4
17_01_N7BNAA_64,160.04,1089,1,7,1
21_01_N373AA_64,161.74,1089,1,4,5
27_01_N393AA_64,161.32,1089,1,3,4
31_01_N7BGAA_64,157.53,1089,1,7,1
04_01_N349AA_65,159.81,1089,1,1,2
08_01_N5ESAA_65,161.36,1089,1,5,6
12_01_N390AA_65,158.7,1089,1,2,3
16_01_N3JSAA_65,158.05,1089,1,6,7
20_01_N396AA_65,161.28,1089,1,3,4
25_01_N373AA_65,158.57,1089,1,1,2
29_01_N390AA_65,161.79,1089,1,5,6
03_01_N3CTAA_66,276.85,1521,1,7,1
07_01_N3FGAA_66,277.4,1521,1,4,5
11_01_N3AGAA_66,280.84,1521,1,1,2
15_01_N3BVAA_66,276.39,1521,1,5,6
19_01_N3BFAA_66,275.9,1521,1,2,3
25_01_N3GSAA_66,278.78,1521,1,1,2
29_01_N3EKAA_66,280.13,1521,1,5,6
03_01_N3KJAA_67,278.7,1521,1,7,1
07_01_N3AMAA_67,276.68,1521,1,4,5
11_01_N3FVAA_67,279.96,1521,1,1,2
15_01_N3CTAA_67,278.28,1521,1,5,6
19_01_N3ECAA_67,277.69,1521,1,2,3
25_01_N3JFAA_67,277.49,1521,1,1,2
29_01_N3BJAA_67,277.03,1521,1,5,6
02_01_N390AA_68,503.39,2342,1,6,7
06_01_N377AA_68,502.22,2342,1,3,4
10_01_N362AA_68,504.44,2342,1,7,1
14_01_N3JPAA_68,501.35,2342,1,4,5
18_01_N3EGAA_68,504.1,2342,1,1,2
22_01_N3BNAA_68,503.04,2342,1,5,6
26_01_N3JPAA_68,505.63,2342,1,2,3
30_01_N3GJAA_68,503.98,2342,1,6,7
03_01_N873AA_69,504.67,2342,1,7,1
07_01_N869AA_69,502.34,2342,1,4,5
11_01_N877AA_69,505.84,2342,1,1,2
15_01_N868AA_69,501.55,2342,1,5,6
19_01_N877AA_69,505.95,2342,1,2,3
23_01_N874AA_69,505.8,2342,1,6,7
27_01_N872AA_69,503.85,2342,1,3,4
31_01_N871AA_69,503.95,2342,1,7,1
04_01_N3DMAA_70,151.59,1055,1,1,2
08_01_N3EDAA_70,150.84,1055,1,5,6
12_01_N3EJAA_70,148.94,1055,1,2,3
16_01_N3AVAA_70,151.07,1055,1,6,7
20_01_N3EBAA_70,147.98,1055,1,3,4
24_01_N3AVAA_70,150.69,1055,1,7,1
28_01_N3FUAA_70,151.46,1055,1,4,5
01_01_N3HUAA_71,151.71,1055,1,5,6
05_01_N3JAAA_71,151.66,1055,1,2,3
09_01_N3KBAA_71,151.83,1055,1,6,7
13_01_N3JTAA_71,147.8,1055,1,3,4
17_01_N3CCAA_71,152.93,1055,1,7,1
21_01_N3MUAA_71,150.73,1055,1,4,5
25_01_N3AMAA_71,152.18,1055,1,1,2
29_01_N3DVAA_71,148.54,1055,1,5,6
02_01_N3GRAA_72,50.63,236,1,6,7
06_01_N880AA_72,47.34,236,1,3,4
11_01_N858AA_72,48.14,236,1,1,2
15_01_N853AA_72,47.35,236,1,5,6
20_01_N863AA_72,49.11,236,1,3,4
25_01_N864AA_72,49.77,236,1,1,2
29_01_N860AA_72,47.27,236,1,5,6
03_01_N3GVAA_73,48.48,236,1,7,1
07_01_N870AA_73,47.45,236,1,4,5
11_01_N884AA_73,50.69,236,1,1,2
15_01_N861AA_73,48.31,236,1,5,6
19_01_N869AA_73,47.0,236,1,2,3
23_01_N878AA_73,50.77,236,1,6,7
27_01_N885AA_73,49.43,236,1,3,4
31_01_N884AA_73,47.47,236,1,7,1
04_01_N3KDAA_75,129.23,944,1,1,2
08_01_N3AUAA_75,129.23,944,1,5,6
12_01_N3DXAA_75,129.64,944,1,2,3
16_01_N3HDAA_75,130.74,944,1,6,7
20_01_N3AGAA_75,128.96,944,1,3,4
26_01_N3LJAA_75,127.27,944,1,2,3
30_01_N3BRAA_75,127.42,944,1,6,7
03_01_N3MUAA_76,131.46,944,1,7,1
07_01_N3DPAA_76,127.8,944,1,4,5
11_01_N3KFAA_76,129.21,944,1,1,2
15_01_N3ADAA_76,127.01,944,1,5,6
19_01_N3FLAA_76,129.75,944,1,2,3
25_01_N3KHAA_76,130.83,944,1,1,2
29_01_N3HXAA_76,130.6,944,1,5,6
02_01_N466AA_78,133.61,989,1,6,7
06_01_N3BRAA_78,132.56,989,1,3,4
10_01_N3KUAA_78,136.27,989,1,7,1
14_01_N3NBAA_78,135.81,989,1,4,5
18_01_N3EPAA_78,131.98,989,1,1,2
22_01_N3GWAA_78,134.92,989,1,5,6
26_01_N3JLAA_78,132.72,989,1,2,3
30_01_N3JMAA_78,134.64,989,1,6,7
03_01_N3EPAA_79,136.7,989,1,7,1
07_01_N3EAAA_79,133.23,989,1,4,5
11_01_N3CPAA_79,136.67,989,1,1,2
15_01_N3DUAA_79,133.33,989,1,5,6
