UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,136.91,986,1,3,3
10_01_N439AA_43,140.01,986,1,7,7
14_01_N466AA_43,136.69,986,1,4,4
18_01_N566AA_43,136.51,986,1,1,1
22_01_N547AA_43,140.23,986,1,5,5
26_01_N4XPAA_43,139.21,986,1,2,2
30_01_N4XVAA_43,137.38,986,1,6,6
03_01_N4WJAA_43,136.47,986,1,7,7
07_01_N434AA_43,136.99,986,1,4,4
11_01_N468AA_43,140.77,986,1,1,1
15_01_N501AA_43,137.43,986,1,5,5
19_01_N499AA_43,136.1,986,1,2,2
23_01_N520AA_43,137.23,986,1,6,6
27_01_N4UCAA_43,138.15,986,1,3,3
31_01_N4XGAA_43,138.19,986,1,7,7
04_01_N3FWAA_44,531.23,2422,1,1,1
08_01_N3JYAA_44,532.68,2422,1,5,5
12_01_N3MLAA_44,531.69,2422,1,2,2
16_01_N3CXAA_44,528.3,2422,1,6,6
20_01_N3JNAA_44,529.89,2422,1,3,3
25_01_N3MNAA_44,528.77,2422,1,1,1
29_01_N3CEAA_44,530.13,2422,1,5,5
02_01_N3KPAA_45,532.39,2422,1,6,6
06_01_N3LBAA_45,532.26,2422,1,3,3
10_01_N3ADAA_45,532.58,2422,1,7,7
14_01_N3MUAA_45,531.67,2422,1,4,4
18_01_N3GHAA_45,529.05,2422,1,1,1
22_01_N3DXAA_45,528.98,2422,1,5,5
28_01_N3CEAA_45,529.54,2422,1,4,4
01_01_N3JUAA_46,367.81,1829,1,5,5
02_01_N3LTAA_47,365.41,1829,1,6,6
06_01_N3LKAA_47,365.56,1829,1,3,3
10_01_N3MKAA_47,369.67,1829,1,7,7
14_01_N3LRAA_47,367.81,1829,1,4,4
18_01_N3LCAA_47,367.99,1829,1,1,1
22_01_N3LNAA_47,368.89,1829,1,5,5
26_01_N3MHAA_47,368.62,1829,1,2,2
30_01_N3MEAA_47,368.24,1829,1,6,6
03_01_N877AA_48,126.85,868,1,7,7
07_01_N883AA_48,123.44,868,1,4,4
11_01_N870AA_48,125.08,868,1,1,1
15_01_N877AA_48,124.89,868,1,5,5
19_01_N883AA_48,123.53,868,1,2,2
23_01_N882AA_48,126.17,868,1,6,6
27_01_N883AA_48,126.36,868,1,3,3
31_01_N880AA_48,123.57,868,1,7,7
05_01_N4WKAA_50,88.42,550,1,2,2
10_01_N4YBAA_50,90.6,550,1,7,7
14_01_N4XTAA_50,87.92,550,1,4,4
19_01_N4XLAA_50,90.89,550,1,2,2
24_01_N4XRAA_50,87.57,550,1,7,7
28_01_N520AA_50,88.45,550,1,4,4
04_01_N437AA_51,90.77,550,1,1,1
08_01_N4YLAA_51,87.81,550,1,5,5
12_01_N4YAAA_51,89.89,550,1,2,2
16_01_N489AA_51,90.44,550,1,6,6
20_01_N570AA_51,89.83,550,1,3,3
24_01_N4XDAA_51,88.2,550,1,7,7
28_01_N439AA_51,86.58,550,1,4,4
01_01_N3MCAA_52,497.54,2311,1,5,5
05_01_N3LPAA_52,501.56,2311,1,2,2
09_01_N3MGAA_52,498.32,2311,1,6,6
13_01_N3LEAA_52,501.93,2311,1,3,3
17_01_N3MBAA_52,498.37,2311,1,7,7
21_01_N3CUAA_52,500.51,2311,1,4,4
29_01_N3MJAA_52,499.33,2311,1,5,5
02_01_N3ABAA_53,143.56,1012,1,6,6
06_01_N3EEAA_53,143.31,1012,1,3,3
10_01_N3JNAA_53,144.34,1012,1,7,7
14_01_N3ENAA_53,144.14,1012,1,4,4
18_01_N3MVAA_53,144.13,1012,1,1,1
22_01_N3GYAA_53,140.32,1012,1,5,5
