UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,141.16,986,1,3,1
10_01_N439AA_43,142.43,986,1,7,5
14_01_N466AA_43,142.45,986,1,4,2
18_01_N566AA_43,142.12,986,1,1,6
22_01_N547AA_43,143.13,986,1,5,3
26_01_N4XPAA_43,143.58,986,1,2,7
30_01_N4XVAA_43,141.9,986,1,6,4
03_01_N4WJAA_43,141.52,986,1,7,5
07_01_N434AA_43,142.41,986,1,4,2
11_01_N468AA_43,142.88,986,1,1,6
15_01_N501AA_43,140.31,986,1,5,3
19_01_N499AA_43,140.35,986,1,2,7
23_01_N520AA_43,141.41,986,1,6,4
27_01_N4UCAA_43,141.42,986,1,3,1
31_01_N4XGAA_43,142.92,986,1,7,5
04_01_N3FWAA_44,533.44,2422,1,1,6
08_01_N3JYAA_44,534.96,2422,1,5,3
12_01_N3MLAA_44,535.61,2422,1,2,7
16_01_N3CXAA_44,536.64,2422,1,6,4
20_01_N3JNAA_44,534.33,2422,1,3,1
25_01_N3MNAA_44,534.25,2422,1,1,6
29_01_N3CEAA_44,534.25,2422,1,5,3
02_01_N3KPAA_45,537.12,2422,1,6,4
06_01_N3LBAA_45,534.64,2422,1,3,1
10_01_N3ADAA_45,532.66,2422,1,7,5
14_01_N3MUAA_45,533.46,2422,1,4,2
18_01_N3GHAA_45,537.1,2422,1,1,6
22_01_N3DXAA_45,533.98,2422,1,5,3
28_01_N3CEAA_45,536.41,2422,1,4,2
01_01_N3JUAA_46,373.46,1829,1,5,3
02_01_N3LTAA_47,371.86,1829,1,6,4
06_01_N3LKAA_47,370.21,1829,1,3,1
10_01_N3MKAA_47,369.58,1829,1,7,5
14_01_N3LRAA_47,371.05,1829,1,4,2
18_01_N3LCAA_47,371.6,1829,1,1,6
22_01_N3LNAA_47,374.11,1829,1,5,3
26_01_N3MHAA_47,373.85,1829,1,2,7
30_01_N3MEAA_47,371.74,1829,1,6,4
03_01_N877AA_48,128.74,868,1,7,5
07_01_N883AA_48,128.05,868,1,4,2
11_01_N870AA_48,127.72,868,1,1,6
15_01_N877AA_48,127.51,868,1,5,3
19_01_N883AA_48,128.72,868,1,2,7
23_01_N882AA_48,129.08,868,1,6,4
27_01_N883AA_48,130.69,868,1,3,1
31_01_N880AA_48,130.37,868,1,7,5
05_01_N4WKAA_50,93.75,550,1,2,7
10_01_N4YBAA_50,94.62,550,1,7,5
14_01_N4XTAA_50,94.4,550,1,4,2
19_01_N4XLAA_50,94.68,550,1,2,7
24_01_N4XRAA_50,95.18,550,1,7,5
28_01_N520AA_50,94.9,550,1,4,2
04_01_N437AA_51,91.06,550,1,1,6
08_01_N4YLAA_51,92.29,550,1,5,3
12_01_N4YAAA_51,92.26,550,1,2,7
16_01_N489AA_51,94.25,550,1,6,4
20_01_N570AA_51,95.21,550,1,3,1
24_01_N4XDAA_51,94.26,550,1,7,5
28_01_N439AA_51,95.01,550,1,4,2
01_01_N3MCAA_52,502.31,2311,1,5,3
05_01_N3LPAA_52,504.19,2311,1,2,7
09_01_N3MGAA_52,504.77,2311,1,6,4
13_01_N3LEAA_52,507.41,2311,1,3,1
17_01_N3MBAA_52,502.64,2311,1,7,5
21_01_N3CUAA_52,504.95,2311,1,4,2
29_01_N3MJAA_52,506.75,2311,1,5,3
02_01_N3ABAA_53,146.13,1012,1,6,4
