UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,136.87,986,1,3,7
10_01_N439AA_43,135.57,986,1,7,4
14_01_N466AA_43,138.69,986,1,4,1
18_01_N566AA_43,138.11,986,1,1,5
22_01_N547AA_43,137.57,986,1,5,2
26_01_N4XPAA_43,135.78,986,1,2,6
30_01_N4XVAA_43,134.18,986,1,6,3
03_01_N4WJAA_43,133.98,986,1,7,4
07_01_N434AA_43,134.31,986,1,4,1
11_01_N468AA_43,137.64,986,1,1,5
15_01_N501AA_43,138.0,986,1,5,2
19_01_N499AA_43,134.55,986,1,2,6
23_01_N520AA_43,133.54,986,1,6,3
27_01_N4UCAA_43,133.75,986,1,3,7
31_01_N4XGAA_43,135.13,986,1,7,4
04_01_N3FWAA_44,526.44,2422,1,1,5
08_01_N3JYAA_44,531.13,2422,1,5,2
12_01_N3MLAA_44,527.37,2422,1,2,6
16_01_N3CXAA_44,527.96,2422,1,6,3
20_01_N3JNAA_44,527.41,2422,1,3,7
25_01_N3MNAA_44,529.35,2422,1,1,5
29_01_N3CEAA_44,529.06,2422,1,5,2
02_01_N3KPAA_45,530.72,2422,1,6,3
06_01_N3LBAA_45,529.32,2422,1,3,7
10_01_N3ADAA_45,528.18,2422,1,7,4
14_01_N3MUAA_45,528.75,2422,1,4,1
18_01_N3GHAA_45,528.14,2422,1,1,5
22_01_N3DXAA_45,529.75,2422,1,5,2
28_01_N3CEAA_45,531.07,2422,1,4,1
01_01_N3JUAA_46,368.42,1829,1,5,2
02_01_N3LTAA_47,367.11,1829,1,6,3
06_01_N3LKAA_47,365.91,1829,1,3,7
10_01_N3MKAA_47,366.59,1829,1,7,4
14_01_N3LRAA_47,363.99,1829,1,4,1
18_01_N3LCAA_47,363.09,1829,1,1,5
22_01_N3LNAA_47,364.31,1829,1,5,2
26_01_N3MHAA_47,364.1,1829,1,2,6
30_01_N3MEAA_47,362.87,1829,1,6,3
03_01_N877AA_48,121.96,868,1,7,4
07_01_N883AA_48,125.62,868,1,4,1
11_01_N870AA_48,120.49,868,1,1,5
15_01_N877AA_48,121.69,868,1,5,2
19_01_N883AA_48,124.64,868,1,2,6
23_01_N882AA_48,120.97,868,1,6,3
27_01_N883AA_48,123.89,868,1,3,7
31_01_N880AA_48,122.03,868,1,7,4
05_01_N4WKAA_50,86.58,550,1,2,6
10_01_N4YBAA_50,89.06,550,1,7,4
14_01_N4XTAA_50,86.06,550,1,4,1
19_01_N4XLAA_50,88.65,550,1,2,6
24_01_N4XRAA_50,87.74,550,1,7,4
28_01_N520AA_50,86.57,550,1,4,1
04_01_N437AA_51,84.86,550,1,1,5
08_01_N4YLAA_51,86.93,550,1,5,2
12_01_N4YAAA_51,86.34,550,1,2,6
16_01_N489AA_51,87.96,550,1,6,3
20_01_N570AA_51,86.99,550,1,3,7
24_01_N4XDAA_51,85.81,550,1,7,4
28_01_N439AA_51,88.69,550,1,4,1
01_01_N3MCAA_52,500.02,2311,1,5,2
05_01_N3LPAA_52,500.28,2311,1,2,6
09_01_N3MGAA_52,495.66,2311,1,6,3
13_01_N3LEAA_52,497.88,2311,1,3,7
17_01_N3MBAA_52,499.58,2311,1,7,4
21_01_N3CUAA_52,497.52,2311,1,4,1
29_01_N3MJAA_52,496.86,2311,1,5,2
02_01_N3ABAA_53,141.75,1012,1,6,3
06_01_N3EEAA_53,138.09,1012,1,3,7
10_01_N3JNAA_53,139.42,1012,1,7,4
14_01_N3ENAA_53,139.75,1012,1,4,1
18_01_N3MVAA_53,140.62,1012,1,1,5
22_01_N3GYAA_53,142.78,1012,1,5,2
26_01_N3GYAA_53,141.19,1012,1,2,6
30_01_N3LAAA_53,141.15,1012,1,6,3
03_01_N3JMAA_54,137.57,1005,1,7,4
07_01_N3CXAA_54,137.22,1005,1,4,1
11_01_N3BMAA_54,137.05,1005,1,1,5
15_01_N3JKAA_54,139.57,1005,1,5,2
19_01_N3KYAA_54,140.42,1005,1,2,6
23_01_N3KWAA_54,139.37,1005,1,6,3
27_01_N3JKAA_54,140.83,1005,1,3,7
31_01_N3CWAA_54,139.53,1005,1,7,4
