UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,123.92,986,1,3,3
10_01_N439AA_43,126.98,986,1,7,7
14_01_N466AA_43,125.17,986,1,4,4
18_01_N566AA_43,125.26,986,1,1,1
22_01_N547AA_43,123.14,986,1,5,5
26_01_N4XPAA_43,127.31,986,1,2,2
30_01_N4XVAA_43,124.26,986,1,6,6
03_01_N4WJAA_43,123.5,986,1,7,7
07_01_N434AA_43,124.09,986,1,4,4
11_01_N468AA_43,126.49,986,1,1,1
15_01_N501AA_43,124.94,986,1,5,5
19_01_N499AA_43,127.18,986,1,2,2
23_01_N520AA_43,126.68,986,1,6,6
27_01_N4UCAA_43,124.38,986,1,3,3
31_01_N4XGAA_43,125.97,986,1,7,7
04_01_N3FWAA_44,515.65,2422,1,1,1
08_01_N3JYAA_44,519.54,2422,1,5,5
12_01_N3MLAA_44,518.82,2422,1,2,2
16_01_N3CXAA_44,516.26,2422,1,6,6
20_01_N3JNAA_44,519.54,2422,1,3,3
25_01_N3MNAA_44,516.15,2422,1,1,1
29_01_N3CEAA_44,519.59,2422,1,5,5
02_01_N3KPAA_45,515.9,2422,1,6,6
06_01_N3LBAA_45,518.41,2422,1,3,3
10_01_N3ADAA_45,515.09,2422,1,7,7
14_01_N3MUAA_45,516.54,2422,1,4,4
18_01_N3GHAA_45,515.64,2422,1,1,1
22_01_N3DXAA_45,516.34,2422,1,5,5
28_01_N3CEAA_45,514.79,2422,1,4,4
01_01_N3JUAA_46,352.85,1829,1,5,5
02_01_N3LTAA_47,353.28,1829,1,6,6
06_01_N3LKAA_47,355.58,1829,1,3,3
10_01_N3MKAA_47,355.22,1829,1,7,7
14_01_N3LRAA_47,353.65,1829,1,4,4
18_01_N3LCAA_47,355.66,1829,1,1,1
22_01_N3LNAA_47,351.95,1829,1,5,5
26_01_N3MHAA_47,356.75,1829,1,2,2
30_01_N3MEAA_47,354.67,1829,1,6,6
03_01_N877AA_48,110.22,868,1,7,7
07_01_N883AA_48,114.02,868,1,4,4
11_01_N870AA_48,111.76,868,1,1,1
15_01_N877AA_48,108.97,868,1,5,5
19_01_N883AA_48,111.14,868,1,2,2
23_01_N882AA_48,110.56,868,1,6,6
27_01_N883AA_48,112.92,868,1,3,3
31_01_N880AA_48,110.27,868,1,7,7
05_01_N4WKAA_50,77.56,550,1,2,2
10_01_N4YBAA_50,74.91,550,1,7,7
14_01_N4XTAA_50,77.5,550,1,4,4
19_01_N4XLAA_50,78.55,550,1,2,2
24_01_N4XRAA_50,77.27,550,1,7,7
28_01_N520AA_50,73.93,550,1,4,4
04_01_N437AA_51,77.17,550,1,1,1
08_01_N4YLAA_51,74.81,550,1,5,5
12_01_N4YAAA_51,75.1,550,1,2,2
16_01_N489AA_51,77.49,550,1,6,6
20_01_N570AA_51,77.76,550,1,3,3
24_01_N4XDAA_51,73.43,550,1,7,7
28_01_N439AA_51,75.21,550,1,4,4
01_01_N3MCAA_52,487.81,2311,1,5,5
05_01_N3LPAA_52,486.32,2311,1,2,2
09_01_N3MGAA_52,485.82,2311,1,6,6
13_01_N3LEAA_52,488.24,2311,1,3,3
17_01_N3MBAA_52,484.46,2311,1,7,7
21_01_N3CUAA_52,488.91,2311,1,4,4
29_01_N3MJAA_52,484.93,2311,1,5,5
02_01_N3ABAA_53,127.51,1012,1,6,6
06_01_N3EEAA_53,127.77,1012,1,3,3
10_01_N3JNAA_53,129.51,1012,1,7,7
14_01_N3ENAA_53,130.93,1012,1,4,4
18_01_N3MVAA_53,128.85,1012,1,1,1
22_01_N3GYAA_53,128.66,1012,1,5,5
26_01_N3GYAA_53,128.58,1012,1,2,2
30_01_N3LAAA_53,128.94,1012,1,6,6
03_01_N3JMAA_54,130.04,1005,1,7,7
07_01_N3CXAA_54,126.7,1005,1,4,4
11_01_N3BMAA_54,129.84,1005,1,1,1
15_01_N3JKAA_54,128.08,1005,1,5,5
19_01_N3KYAA_54,126.04,1005,1,2,2
23_01_N3KWAA_54,127.63,1005,1,6,6
27_01_N3JKAA_54,126.26,1005,1,3,3
31_01_N3CWAA_54,129.34,1005,1,7,7
04_01_N3HLAA_56,321.69,1709,1,1,1
08_01_N3FRAA_56,319.35,1709,1,5,5
12_01_N3FWAA_56,322.82,1709,1,2,2
16_01_N3EFAA_56,318.68,1709,1,6,6
20_01_N3JEAA_56,320.35,1709,1,3,3
24_01_N3HCAA_56,319.73,1709,1,7,7
28_01_N3HTAA_56,321.22,1709,1,4,4
01_01_N3ENAA_57,318.98,1709,1,5,5
05_01_N3JHAA_57,320.82,1709,1,2,2
09_01_N3DNAA_57,319.74,1709,1,6,6
13_01_N3DUAA_57,321.78,1709,1,3,3
17_01_N3DAAA_57,321.39,1709,1,7,7
21_01_N3NDAA_57,320.62,1709,1,4,4
25_01_N3KNAA_57,320.27,1709,1,1,1
29_01_N3ADAA_57,318.8,1709,1,5,5
02_01_N855AA_58,539.33,2504,1,6,6
06_01_N865AA_58,538.81,2504,1,3,3
10_01_N850AA_58,540.04,2504,1,7,7
14_01_N858AA_58,541.82,2504,1,4,4
18_01_N854AA_58,542.99,2504,1,1,1
22_01_N862AA_58,539.28,2504,1,5,5
26_01_N865AA_58,542.71,2504,1,2,2
30_01_N863AA_58,538.79,2504,1,6,6
03_01_N864AA_59,539.91,2504,1,7,7
07_01_N861AA_59,542.15,2504,1,4,4
11_01_N857AA_59,542.32,2504,1,1,1
15_01_N865AA_59,542.0,2504,1,5,5
19_01_N860AA_59,540.03,2504,1,2,2
23_01_N861AA_59,538.35,2504,1,6,6
27_01_N854AA_59,540.37,2504,1,3,3
31_01_N853AA_59,540.54,2504,1,7,7
05_01_N863AA_60,161.08,1121,1,2,2
09_01_N3AHAA_60,160.75,1121,1,6,6
13_01_N863AA_60,159.25,1121,1,3,3
17_01_N5FMAA_60,157.5,1121,1,7,7
21_01_N864AA_60,159.93,1121,1,4,4
25_01_N854AA_60,159.59,1121,1,1,1
29_01_N5DKAA_60,158.1,1121,1,5,5
02_01_N387AA_61,161.22,1121,1,6,6
07_01_N353AA_61,157.43,1121,1,4,4
11_01_N367AA_61,161.21,1121,1,1,1
15_01_N5FSAA_61,160.61,1121,1,5,5
19_01_N5ERAA_61,160.33,1121,1,2,2
23_01_N5DGAA_61,160.48,1121,1,6,6
27_01_N5EUAA_61,157.52,1121,1,3,3
31_01_N5DVAA_61,161.01,1121,1,7,7
04_01_N010AA_62,123.64,964,1,1,1
04_01_N3CDAA_63,121.79,964,1,1,1
08_01_N3BHAA_63,121.23,964,1,5,5
12_01_N3CDAA_63,121.82,964,1,2,2
16_01_N3FUAA_63,123.63,964,1,6,6
20_01_N3JMAA_63,123.65,964,1,3,3
24_01_N3KVAA_63,124.23,964,1,7,7
28_01_N3JAAA_63,122.94,964,1,4,4
01_01_N381AA_64,149.34,1089,1,5,5
05_01_N399AA_64,149.89,1089,1,2,2
09_01_N3JNAA_64,152.43,1089,1,6,6
13_01_N390AA_64,149.58,1089,1,3,3
17_01_N7BNAA_64,151.22,1089,1,7,7
21_01_N373AA_64,150.21,1089,1,4,4
27_01_N393AA_64,151.69,1089,1,3,3
31_01_N7BGAA_64,151.24,1089,1,7,7
04_01_N349AA_65,149.44,1089,1,1,1
08_01_N5ESAA_65,151.91,1089,1,5,5
12_01_N390AA_65,151.23,1089,1,2,2
16_01_N3JSAA_65,148.78,1089,1,6,6
20_01_N396AA_65,152.95,1089,1,3,3
25_01_N373AA_65,151.93,1089,1,1,1
29_01_N390AA_65,152.18,1089,1,5,5
03_01_N3CTAA_66,267.5,1521,1,7,7
07_01_N3FGAA_66,269.99,1521,1,4,4
11_01_N3AGAA_66,267.89,1521,1,1,1
15_01_N3BVAA_66,269.99,1521,1,5,5
19_01_N3BFAA_66,270.59,1521,1,2,2
25_01_N3GSAA_66,272.18,1521,1,1,1
29_01_N3EKAA_66,269.09,1521,1,5,5
03_01_N3KJAA_67,268.64,1521,1,7,7
07_01_N3AMAA_67,271.68,1521,1,4,4
11_01_N3FVAA_67,269.99,1521,1,1,1
15_01_N3CTAA_67,269.01,1521,1,5,5
19_01_N3ECAA_67,270.2,1521,1,2,2
25_01_N3JFAA_67,270.91,1521,1,1,1
29_01_N3BJAA_67,271.13,1521,1,5,5
02_01_N390AA_68,495.66,2342,1,6,6
06_01_N377AA_68,493.85,2342,1,3,3
10_01_N362AA_68,497.21,2342,1,7,7
14_01_N3JPAA_68,494.21,2342,1,4,4
18_01_N3EGAA_68,498.32,2342,1,1,1
22_01_N3BNAA_68,497.57,2342,1,5,5
26_01_N3JPAA_68,498.31,2342,1,2,2
30_01_N3GJAA_68,497.18,2342,1,6,6
03_01_N873AA_69,494.43,2342,1,7,7
07_01_N869AA_69,494.79,2342,1,4,4
11_01_N877AA_69,497.04,2342,1,1,1
15_01_N868AA_69,496.44,2342,1,5,5
19_01_N877AA_69,495.85,2342,1,2,2
23_01_N874AA_69,495.28,2342,1,6,6
27_01_N872AA_69,496.08,2342,1,3,3
31_01_N871AA_69,495.04,2342,1,7,7
04_01_N3DMAA_70,140.47,1055,1,1,1
08_01_N3EDAA_70,140.65,1055,1,5,5
12_01_N3EJAA_70,142.75,1055,1,2,2
16_01_N3AVAA_70,138.8,1055,1,6,6
20_01_N3EBAA_70,141.92,1055,1,3,3
24_01_N3AVAA_70,143.5,1055,1,7,7
28_01_N3FUAA_70,142.12,1055,1,4,4
01_01_N3HUAA_71,140.51,1055,1,5,5
05_01_N3JAAA_71,142.78,1055,1,2,2
09_01_N3KBAA_71,141.91,1055,1,6,6
13_01_N3JTAA_71,141.56,1055,1,3,3
17_01_N3CCAA_71,141.21,1055,1,7,7
21_01_N3MUAA_71,142.39,1055,1,4,4
25_01_N3AMAA_71,141.97,1055,1,1,1
29_01_N3DVAA_71,140.05,1055,1,5,5
02_01_N3GRAA_72,38.63,236,1,6,6
06_01_N880AA_72,39.57,236,1,3,3
11_01_N858AA_72,41.98,236,1,1,1
15_01_N853AA_72,39.67,236,1,5,5
20_01_N863AA_72,38.51,236,1,3,3
25_01_N864AA_72,42.53,236,1,1,1
29_01_N860AA_72,42.1,236,1,5,5
03_01_N3GVAA_73,40.88,236,1,7,7
07_01_N870AA_73,38.95,236,1,4,4
11_01_N884AA_73,41.94,236,1,1,1
15_01_N861AA_73,37.9,236,1,5,5
19_01_N869AA_73,42.09,236,1,2,2
23_01_N878AA_73,41.31,236,1,6,6
27_01_N885AA_73,40.56,236,1,3,3
31_01_N884AA_73,41.97,236,1,7,7
04_01_N3KDAA_75,122.72,944,1,1,1
08_01_N3AUAA_75,120.24,944,1,5,5
12_01_N3DXAA_75,120.12,944,1,2,2
16_01_N3HDAA_75,121.57,944,1,6,6
20_01_N3AGAA_75,120.05,944,1,3,3
26_01_N3LJAA_75,121.01,944,1,2,2
30_01_N3BRAA_75,117.8,944,1,6,6
03_01_N3MUAA_76,119.84,944,1,7,7
07_01_N3DPAA_76,117.45,944,1,4,4
11_01_N3KFAA_76,121.02,944,1,1,1
15_01_N3ADAA_76,119.27,944,1,5,5
19_01_N3FLAA_76,120.45,944,1,2,2
25_01_N3KHAA_76,118.15,944,1,1,1
29_01_N3HXAA_76,120.27,944,1,5,5
02_01_N466AA_78,124.24,989,1,6,6
06_01_N3BRAA_78,125.91,989,1,3,3
10_01_N3KUAA_78,124.96,989,1,7,7
14_01_N3NBAA_78,124.37,989,1,4,4
18_01_N3EPAA_78,123.17,989,1,1,1
22_01_N3GWAA_78,124.11,989,1,5,5
26_01_N3JLAA_78,123.5,989,1,2,2
30_01_N3JMAA_78,126.8,989,1,6,6
03_01_N3EPAA_79,123.27,989,1,7,7
07_01_N3EAAA_79,125.87,989,1,4,4
11_01_N3CPAA_79,126.93,989,1,1,1
15_01_N3DUAA_79,123.58,989,1,5,5
19_01_N3DSAA_79,125.23,989,1,2,2
23_01_N3HUAA_79,126.52,989,1,6,6
27_01_N3DWAA_79,123.56,989,1,3,3
31_01_N3BBAA_79,124.31,989,1,7,7
04_01_N436AA_80,103.78,813,1,1,1
08_01_N496AA_80,107.39,813,1,5,5
12_01_N4YFAA_80,104.71,813,1,2,2
16_01_N403AA_80,107.43,813,1,6,6
20_01_N4XTAA_80,105.82,813,1,3,3
03_01_N5FTAA_196,295.32,1623,1,7,7
16_01_N5DVAA_196,295.9,1623,1,6,6
31_01_N5FPAA_196,299.39,1623,1,7,7
05_01_N3MGAA_197,110.4,867,1,2,2
09_01_N3LHAA_197,112.4,867,1,6,6
13_01_N3LVAA_197,109.58,867,1,3,3
17_01_N3KVAA_197,110.29,867,1,7,7
21_01_N3LLAA_197,110.09,867,1,4,4
25_01_N3KDAA_197,111.62,867,1,1,1
29_01_N3JYAA_197,111.75,867,1,5,5
06_01_N3LNAA_197,108.95,867,1,3,3
10_01_N7AUAA_197,111.31,867,1,7,7
14_01_N3LHAA_197,111.24,867,1,4,4
18_01_N3MHAA_197,109.51,867,1,1,1
