UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,137.88,986,1,3,6
10_01_N439AA_43,140.4,986,1,7,3
14_01_N466AA_43,140.61,986,1,4,7
18_01_N566AA_43,138.62,986,1,1,4
22_01_N547AA_43,140.37,986,1,5,1
26_01_N4XPAA_43,141.57,986,1,2,5
30_01_N4XVAA_43,139.2,986,1,6,2
03_01_N4WJAA_43,139.88,986,1,7,3
07_01_N434AA_43,138.75,986,1,4,7
11_01_N468AA_43,142.1,986,1,1,4
15_01_N501AA_43,138.74,986,1,5,1
19_01_N499AA_43,141.4,986,1,2,5
23_01_N520AA_43,142.2,986,1,6,2
27_01_N4UCAA_43,139.61,986,1,3,6
31_01_N4XGAA_43,141.83,986,1,7,3
04_01_N3FWAA_44,531.9,2422,1,1,4
08_01_N3JYAA_44,531.02,2422,1,5,1
12_01_N3MLAA_44,532.17,2422,1,2,5
16_01_N3CXAA_44,533.06,2422,1,6,2
20_01_N3JNAA_44,533.0,2422,1,3,6
25_01_N3MNAA_44,529.95,2422,1,1,4
29_01_N3CEAA_44,530.96,2422,1,5,1
02_01_N3KPAA_45,533.84,2422,1,6,2
06_01_N3LBAA_45,529.56,2422,1,3,6
10_01_N3ADAA_45,530.64,2422,1,7,3
14_01_N3MUAA_45,532.91,2422,1,4,7
18_01_N3GHAA_45,530.4,2422,1,1,4
22_01_N3DXAA_45,532.72,2422,1,5,1
28_01_N3CEAA_45,532.91,2422,1,4,7
01_01_N3JUAA_46,371.42,1829,1,5,1
02_01_N3LTAA_47,368.56,1829,1,6,2
06_01_N3LKAA_47,368.54,1829,1,3,6
10_01_N3MKAA_47,368.74,1829,1,7,3
14_01_N3LRAA_47,368.44,1829,1,4,7
18_01_N3LCAA_47,367.88,1829,1,1,4
22_01_N3LNAA_47,369.72,1829,1,5,1
26_01_N3MHAA_47,370.01,1829,1,2,5
30_01_N3MEAA_47,369.54,1829,1,6,2
03_01_N877AA_48,127.05,868,1,7,3
07_01_N883AA_48,126.52,868,1,4,7
11_01_N870AA_48,127.08,868,1,1,4
15_01_N877AA_48,124.74,868,1,5,1
19_01_N883AA_48,124.1,868,1,2,5
23_01_N882AA_48,128.87,868,1,6,2
27_01_N883AA_48,126.94,868,1,3,6
31_01_N880AA_48,124.93,868,1,7,3
05_01_N4WKAA_50,91.93,550,1,2,5
10_01_N4YBAA_50,89.34,550,1,7,3
14_01_N4XTAA_50,92.73,550,1,4,7
19_01_N4XLAA_50,91.23,550,1,2,5
24_01_N4XRAA_50,90.01,550,1,7,3
28_01_N520AA_50,92.14,550,1,4,7
04_01_N437AA_51,88.49,550,1,1,4
08_01_N4YLAA_51,90.54,550,1,5,1
12_01_N4YAAA_51,90.21,550,1,2,5
16_01_N489AA_51,89.48,550,1,6,2
20_01_N570AA_51,91.31,550,1,3,6
24_01_N4XDAA_51,91.17,550,1,7,3
28_01_N439AA_51,91.8,550,1,4,7
01_01_N3MCAA_52,500.45,2311,1,5,1
05_01_N3LPAA_52,501.03,2311,1,2,5
09_01_N3MGAA_52,502.68,2311,1,6,2
13_01_N3LEAA_52,500.65,2311,1,3,6
17_01_N3MBAA_52,499.6,2311,1,7,3
21_01_N3CUAA_52,503.14,2311,1,4,7
29_01_N3MJAA_52,501.56,2311,1,5,1
02_01_N3ABAA_53,146.44,1012,1,6,2
