UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,143.55,986,1,3,6
10_01_N439AA_43,139.57,986,1,7,3
14_01_N466AA_43,140.89,986,1,4,7
18_01_N566AA_43,143.57,986,1,1,4
22_01_N547AA_43,144.72,986,1,5,1
26_01_N4XPAA_43,143.0,986,1,2,5
30_01_N4XVAA_43,140.99,986,1,6,2
03_01_N4WJAA_43,140.97,986,1,7,3
07_01_N434AA_43,139.94,986,1,4,7
11_01_N468AA_43,143.73,986,1,1,4
15_01_N501AA_43,144.86,986,1,5,1
19_01_N499AA_43,141.04,986,1,2,5
23_01_N520AA_43,144.22,986,1,6,2
27_01_N4UCAA_43,141.91,986,1,3,6
31_01_N4XGAA_43,140.32,986,1,7,3
04_01_N3FWAA_44,537.01,2422,1,1,4
08_01_N3JYAA_44,536.27,2422,1,5,1
12_01_N3MLAA_44,535.01,2422,1,2,5
16_01_N3CXAA_44,535.26,2422,1,6,2
20_01_N3JNAA_44,536.93,2422,1,3,6
25_01_N3MNAA_44,535.34,2422,1,1,4
29_01_N3CEAA_44,536.72,2422,1,5,1
02_01_N3KPAA_45,532.89,2422,1,6,2
06_01_N3LBAA_45,533.56,2422,1,3,6
10_01_N3ADAA_45,533.05,2422,1,7,3
14_01_N3MUAA_45,533.17,2422,1,4,7
18_01_N3GHAA_45,533.74,2422,1,1,4
22_01_N3DXAA_45,535.39,2422,1,5,1
28_01_N3CEAA_45,533.7,2422,1,4,7
01_01_N3JUAA_46,374.19,1829,1,5,1
02_01_N3LTAA_47,371.58,1829,1,6,2
06_01_N3LKAA_47,372.73,1829,1,3,6
10_01_N3MKAA_47,373.54,1829,1,7,3
14_01_N3LRAA_47,369.59,1829,1,4,7
18_01_N3LCAA_47,371.39,1829,1,1,4
22_01_N3LNAA_47,371.11,1829,1,5,1
26_01_N3MHAA_47,372.08,1829,1,2,5
30_01_N3MEAA_47,370.09,1829,1,6,2
03_01_N877AA_48,131.03,868,1,7,3
07_01_N883AA_48,126.79,868,1,4,7
11_01_N870AA_48,126.41,868,1,1,4
15_01_N877AA_48,127.03,868,1,5,1
