UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,138.54,986,1,3,7
10_01_N439AA_43,141.06,986,1,7,4
14_01_N466AA_43,138.46,986,1,4,1
18_01_N566AA_43,139.01,986,1,1,5
22_01_N547AA_43,139.74,986,1,5,2
26_01_N4XPAA_43,140.75,986,1,2,6
30_01_N4XVAA_43,139.47,986,1,6,3
03_01_N4WJAA_43,139.9,986,1,7,4
07_01_N434AA_43,142.03,986,1,4,1
11_01_N468AA_43,139.05,986,1,1,5
15_01_N501AA_43,142.1,986,1,5,2
19_01_N499AA_43,142.29,986,1,2,6
23_01_N520AA_43,138.26,986,1,6,3
27_01_N4UCAA_43,141.27,986,1,3,7
31_01_N4XGAA_43,140.47,986,1,7,4
04_01_N3FWAA_44,533.78,2422,1,1,5
08_01_N3JYAA_44,531.67,2422,1,5,2
12_01_N3MLAA_44,531.5,2422,1,2,6
16_01_N3CXAA_44,532.31,2422,1,6,3
20_01_N3JNAA_44,533.01,2422,1,3,7
25_01_N3MNAA_44,530.36,2422,1,1,5
29_01_N3CEAA_44,531.24,2422,1,5,2
02_01_N3KPAA_45,532.94,2422,1,6,3
06_01_N3LBAA_45,531.2,2422,1,3,7
10_01_N3ADAA_45,534.81,2422,1,7,4
14_01_N3MUAA_45,535.81,2422,1,4,1
18_01_N3GHAA_45,532.47,2422,1,1,5
22_01_N3DXAA_45,535.76,2422,1,5,2
28_01_N3CEAA_45,532.52,2422,1,4,1
01_01_N3JUAA_46,371.87,1829,1,5,2
02_01_N3LTAA_47,371.05,1829,1,6,3
06_01_N3LKAA_47,368.45,1829,1,3,7
10_01_N3MKAA_47,367.94,1829,1,7,4
14_01_N3LRAA_47,369.83,1829,1,4,1
18_01_N3LCAA_47,369.17,1829,1,1,5
22_01_N3LNAA_47,369.85,1829,1,5,2
26_01_N3MHAA_47,368.02,1829,1,2,6
30_01_N3MEAA_47,371.04,1829,1,6,3
03_01_N877AA_48,127.01,868,1,7,4
07_01_N883AA_48,128.08,868,1,4,1
11_01_N870AA_48,127.13,868,1,1,5
15_01_N877AA_48,129.36,868,1,5,2
19_01_N883AA_48,126.47,868,1,2,6
23_01_N882AA_48,125.59,868,1,6,3
27_01_N883AA_48,127.38,868,1,3,7
31_01_N880AA_48,126.35,868,1,7,4
05_01_N4WKAA_50,91.77,550,1,2,6
10_01_N4YBAA_50,91.7,550,1,7,4
14_01_N4XTAA_50,91.81,550,1,4,1
19_01_N4XLAA_50,89.59,550,1,2,6
24_01_N4XRAA_50,91.7,550,1,7,4
28_01_N520AA_50,90.91,550,1,4,1
04_01_N437AA_51,90.11,550,1,1,5
08_01_N4YLAA_51,91.09,550,1,5,2
12_01_N4YAAA_51,91.26,550,1,2,6
16_01_N489AA_51,92.38,550,1,6,3
20_01_N570AA_51,89.38,550,1,3,7
24_01_N4XDAA_51,90.98,550,1,7,4
28_01_N439AA_51,89.5,550,1,4,1
01_01_N3MCAA_52,502.6,2311,1,5,2
05_01_N3LPAA_52,504.46,2311,1,2,6
09_01_N3MGAA_52,500.82,2311,1,6,3
13_01_N3LEAA_52,500.68,2311,1,3,7
17_01_N3MBAA_52,504.24,2311,1,7,4
21_01_N3CUAA_52,503.59,2311,1,4,1
29_01_N3MJAA_52,505.25,2311,1,5,2
02_01_N3ABAA_53,143.93,1012,1,6,3
06_01_N3EEAA_53,147.04,1012,1,3,7
10_01_N3JNAA_53,145.58,1012,1,7,4
14_01_N3ENAA_53,145.26,1012,1,4,1
18_01_N3MVAA_53,145.49,1012,1,1,5
22_01_N3GYAA_53,147.85,1012,1,5,2
26_01_N3GYAA_53,143.06,1012,1,2,6
30_01_N3LAAA_53,144.51,1012,1,6,3
03_01_N3JMAA_54,140.83,1005,1,7,4
07_01_N3CXAA_54,142.31,1005,1,4,1
11_01_N3BMAA_54,142.36,1005,1,1,5
15_01_N3JKAA_54,141.77,1005,1,5,2
19_01_N3KYAA_54,144.16,1005,1,2,6
23_01_N3KWAA_54,144.98,1005,1,6,3
27_01_N3JKAA_54,143.11,1005,1,3,7
31_01_N3CWAA_54,141.77,1005,1,7,4
04_01_N3HLAA_56,337.29,1709,1,1,5
08_01_N3FRAA_56,338.17,1709,1,5,2
12_01_N3FWAA_56,334.0,1709,1,2,6
16_01_N3EFAA_56,336.1,1709,1,6,3
20_01_N3JEAA_56,338.65,1709,1,3,7
24_01_N3HCAA_56,339.14,1709,1,7,4
28_01_N3HTAA_56,337.67,1709,1,4,1
01_01_N3ENAA_57,339.56,1709,1,5,2
05_01_N3JHAA_57,336.75,1709,1,2,6
09_01_N3DNAA_57,335.86,1709,1,6,3
13_01_N3DUAA_57,334.35,1709,1,3,7
17_01_N3DAAA_57,335.94,1709,1,7,4
21_01_N3NDAA_57,338.13,1709,1,4,1
25_01_N3KNAA_57,338.14,1709,1,1,5
29_01_N3ADAA_57,335.51,1709,1,5,2
02_01_N855AA_58,556.1,2504,1,6,3
06_01_N865AA_58,554.94,2504,1,3,7
10_01_N850AA_58,554.06,2504,1,7,4
14_01_N858AA_58,556.18,2504,1,4,1
18_01_N854AA_58,556.03,2504,1,1,5
22_01_N862AA_58,556.54,2504,1,5,2
26_01_N865AA_58,556.13,2504,1,2,6
30_01_N863AA_58,554.25,2504,1,6,3
03_01_N864AA_59,554.12,2504,1,7,4
07_01_N861AA_59,554.83,2504,1,4,1
11_01_N857AA_59,553.86,2504,1,1,5
15_01_N865AA_59,554.75,2504,1,5,2
19_01_N860AA_59,555.55,2504,1,2,6
23_01_N861AA_59,555.97,2504,1,6,3
27_01_N854AA_59,554.0,2504,1,3,7
31_01_N853AA_59,555.21,2504,1,7,4
05_01_N863AA_60,173.91,1121,1,2,6
09_01_N3AHAA_60,175.58,1121,1,6,3
13_01_N863AA_60,173.52,1121,1,3,7
17_01_N5FMAA_60,174.44,1121,1,7,4
21_01_N864AA_60,173.23,1121,1,4,1
25_01_N854AA_60,174.64,1121,1,1,5
29_01_N5DKAA_60,176.52,1121,1,5,2
02_01_N387AA_61,174.39,1121,1,6,3
07_01_N353AA_61,173.8,1121,1,4,1
11_01_N367AA_61,175.28,1121,1,1,5
15_01_N5FSAA_61,176.77,1121,1,5,2
19_01_N5ERAA_61,177.18,1121,1,2,6
23_01_N5DGAA_61,176.86,1121,1,6,3
27_01_N5EUAA_61,172.82,1121,1,3,7
31_01_N5DVAA_61,174.78,1121,1,7,4
04_01_N010AA_62,139.58,964,1,1,5
04_01_N3CDAA_63,138.86,964,1,1,5
08_01_N3BHAA_63,138.17,964,1,5,2
12_01_N3CDAA_63,135.44,964,1,2,6
16_01_N3FUAA_63,137.37,964,1,6,3
20_01_N3JMAA_63,137.34,964,1,3,7
24_01_N3KVAA_63,138.88,964,1,7,4
28_01_N3JAAA_63,136.95,964,1,4,1
01_01_N381AA_64,167.64,1089,1,5,2
05_01_N399AA_64,167.6,1089,1,2,6
09_01_N3JNAA_64,166.08,1089,1,6,3
13_01_N390AA_64,168.09,1089,1,3,7
17_01_N7BNAA_64,168.7,1089,1,7,4
21_01_N373AA_64,167.37,1089,1,4,1
27_01_N393AA_64,167.07,1089,1,3,7
31_01_N7BGAA_64,165.19,1089,1,7,4
04_01_N349AA_65,167.83,1089,1,1,5
08_01_N5ESAA_65,166.29,1089,1,5,2
12_01_N390AA_65,168.53,1089,1,2,6
16_01_N3JSAA_65,165.01,1089,1,6,3
20_01_N396AA_65,165.91,1089,1,3,7
25_01_N373AA_65,164.5,1089,1,1,5
29_01_N390AA_65,167.18,1089,1,5,2
03_01_N3CTAA_66,282.76,1521,1,7,4
07_01_N3FGAA_66,283.25,1521,1,4,1
11_01_N3AGAA_66,283.92,1521,1,1,5
15_01_N3BVAA_66,286.6,1521,1,5,2
19_01_N3BFAA_66,285.84,1521,1,2,6
25_01_N3GSAA_66,283.54,1521,1,1,5
29_01_N3EKAA_66,286.66,1521,1,5,2
03_01_N3KJAA_67,286.5,1521,1,7,4
07_01_N3AMAA_67,284.37,1521,1,4,1
11_01_N3FVAA_67,286.49,1521,1,1,5
15_01_N3CTAA_67,284.88,1521,1,5,2
19_01_N3ECAA_67,285.94,1521,1,2,6
25_01_N3JFAA_67,283.84,1521,1,1,5
29_01_N3BJAA_67,287.91,1521,1,5,2
02_01_N390AA_68,511.77,2342,1,6,3
06_01_N377AA_68,509.88,2342,1,3,7
10_01_N362AA_68,508.47,2342,1,7,4
14_01_N3JPAA_68,512.22,2342,1,4,1
18_01_N3EGAA_68,509.2,2342,1,1,5
22_01_N3BNAA_68,509.47,2342,1,5,2
26_01_N3JPAA_68,509.92,2342,1,2,6
30_01_N3GJAA_68,510.41,2342,1,6,3
03_01_N873AA_69,512.88,2342,1,7,4
07_01_N869AA_69,509.21,2342,1,4,1
11_01_N877AA_69,510.31,2342,1,1,5
15_01_N868AA_69,512.22,2342,1,5,2
19_01_N877AA_69,511.43,2342,1,2,6
23_01_N874AA_69,509.51,2342,1,6,3
27_01_N872AA_69,508.02,2342,1,3,7
31_01_N871AA_69,512.93,2342,1,7,4
04_01_N3DMAA_70,158.7,1055,1,1,5
08_01_N3EDAA_70,156.53,1055,1,5,2
12_01_N3EJAA_70,156.87,1055,1,2,6
16_01_N3AVAA_70,154.63,1055,1,6,3
20_01_N3EBAA_70,156.0,1055,1,3,7
24_01_N3AVAA_70,157.4,1055,1,7,4
28_01_N3FUAA_70,155.84,1055,1,4,1
01_01_N3HUAA_71,156.62,1055,1,5,2
05_01_N3JAAA_71,158.69,1055,1,2,6
09_01_N3KBAA_71,158.84,1055,1,6,3
13_01_N3JTAA_71,156.27,1055,1,3,7
17_01_N3CCAA_71,155.58,1055,1,7,4
21_01_N3MUAA_71,159.79,1055,1,4,1
25_01_N3AMAA_71,156.44,1055,1,1,5
29_01_N3DVAA_71,158.15,1055,1,5,2
02_01_N3GRAA_72,56.78,236,1,6,3
06_01_N880AA_72,56.06,236,1,3,7
11_01_N858AA_72,54.31,236,1,1,5
15_01_N853AA_72,54.7,236,1,5,2
20_01_N863AA_72,57.27,236,1,3,7
25_01_N864AA_72,56.41,236,1,1,5
29_01_N860AA_72,54.48,236,1,5,2
03_01_N3GVAA_73,56.02,236,1,7,4
07_01_N870AA_73,56.79,236,1,4,1
11_01_N884AA_73,56.88,236,1,1,5
15_01_N861AA_73,54.15,236,1,5,2
19_01_N869AA_73,53.56,236,1,2,6
23_01_N878AA_73,55.7,236,1,6,3
27_01_N885AA_73,57.49,236,1,3,7
31_01_N884AA_73,55.95,236,1,7,4
04_01_N3KDAA_75,137.08,944,1,1,5
08_01_N3AUAA_75,136.02,944,1,5,2
12_01_N3DXAA_75,136.55,944,1,2,6
16_01_N3HDAA_75,135.9,944,1,6,3
20_01_N3AGAA_75,134.23,944,1,3,7
26_01_N3LJAA_75,135.25,944,1,2,6
30_01_N3BRAA_75,135.07,944,1,6,3
03_01_N3MUAA_76,134.11,944,1,7,4
07_01_N3DPAA_76,134.49,944,1,4,1
11_01_N3KFAA_76,134.76,944,1,1,5
15_01_N3ADAA_76,134.44,944,1,5,2
19_01_N3FLAA_76,134.22,944,1,2,6
25_01_N3KHAA_76,133.06,944,1,1,5
29_01_N3HXAA_76,136.41,944,1,5,2
02_01_N466AA_78,141.98,989,1,6,3
06_01_N3BRAA_78,140.92,989,1,3,7
10_01_N3KUAA_78,138.44,989,1,7,4
14_01_N3NBAA_78,138.96,989,1,4,1
18_01_N3EPAA_78,140.99,989,1,1,5
22_01_N3GWAA_78,142.88,989,1,5,2
26_01_N3JLAA_78,142.62,989,1,2,6
30_01_N3JMAA_78,138.1,989,1,6,3
03_01_N3EPAA_79,139.38,989,1,7,4
07_01_N3EAAA_79,139.11,989,1,4,1
11_01_N3CPAA_79,138.18,989,1,1,5
15_01_N3DUAA_79,140.09,989,1,5,2
19_01_N3DSAA_79,141.81,989,1,2,6
23_01_N3HUAA_79,140.36,989,1,6,3
27_01_N3DWAA_79,139.5,989,1,3,7
31_01_N3BBAA_79,139.7,989,1,7,4
04_01_N436AA_80,120.97,813,1,1,5
08_01_N496AA_80,119.3,813,1,5,2
12_01_N4YFAA_80,122.51,813,1,2,6
16_01_N403AA_80,122.93,813,1,6,3
20_01_N4XTAA_80,121.08,813,1,3,7
03_01_N5FTAA_196,312.22,1623,1,7,4
16_01_N5DVAA_196,313.59,1623,1,6,3
31_01_N5FPAA_196,312.0,1623,1,7,4
05_01_N3MGAA_197,124.19,867,1,2,6
09_01_N3LHAA_197,129.17,867,1,6,3
13_01_N3LVAA_197,128.34,867,1,3,7
17_01_N3KVAA_197,126.26,867,1,7,4
21_01_N3LLAA_197,127.88,867,1,4,1
25_01_N3KDAA_197,127.76,867,1,1,5
29_01_N3JYAA_197,126.01,867,1,5,2
06_01_N3LNAA_197,125.86,867,1,3,7
10_01_N7AUAA_197,126.96,867,1,7,4
14_01_N3LHAA_197,128.74,867,1,4,1
18_01_N3MHAA_197,124.6,867,1,1,5
22_01_N3LCAA_197,126.73,867,1,5,2
26_01_N3NBAA_197,128.29,867,1,2,6
30_01_N3KGAA_197,126.83,867,1,6,3
03_01_N797AA_198,52.31,187,1,7,4
03_01_N784AA_199,51.0,187,1,7,4
03_01_N5FNAA_200,166.21,1089,1,7,4
07_01_N5DJAA_200,165.69,1089,1,4,1
11_01_N346AA_200,167.03,1089,1,1,5
15_01_N5ETAA_200,167.9,1089,1,5,2
19_01_N5FJAA_200,166.66,1089,1,2,6
25_01_N5DVAA_200,166.55,1089,1,1,5
29_01_N5FMAA_200,167.1,1089,1,5,2
