UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,127.81,986,1,3,4
10_01_N439AA_43,124.86,986,1,7,1
14_01_N466AA_43,124.65,986,1,4,5
18_01_N566AA_43,125.66,986,1,1,2
22_01_N547AA_43,127.97,986,1,5,6
26_01_N4XPAA_43,127.16,986,1,2,3
30_01_N4XVAA_43,126.63,986,1,6,7
03_01_N4WJAA_43,124.72,986,1,7,1
07_01_N434AA_43,123.31,986,1,4,5
11_01_N468AA_43,126.62,986,1,1,2
15_01_N501AA_43,124.86,986,1,5,6
19_01_N499AA_43,126.61,986,1,2,3
23_01_N520AA_43,125.76,986,1,6,7
27_01_N4UCAA_43,123.97,986,1,3,4
31_01_N4XGAA_43,126.55,986,1,7,1
04_01_N3FWAA_44,518.0,2422,1,1,2
08_01_N3JYAA_44,518.7,2422,1,5,6
12_01_N3MLAA_44,516.87,2422,1,2,3
16_01_N3CXAA_44,520.31,2422,1,6,7
20_01_N3JNAA_44,516.67,2422,1,3,4
25_01_N3MNAA_44,520.68,2422,1,1,2
29_01_N3CEAA_44,519.13,2422,1,5,6
02_01_N3KPAA_45,518.55,2422,1,6,7
06_01_N3LBAA_45,518.29,2422,1,3,4
10_01_N3ADAA_45,517.36,2422,1,7,1
14_01_N3MUAA_45,520.96,2422,1,4,5
18_01_N3GHAA_45,519.96,2422,1,1,2
22_01_N3DXAA_45,519.83,2422,1,5,6
28_01_N3CEAA_45,520.88,2422,1,4,5
01_01_N3JUAA_46,356.74,1829,1,5,6
02_01_N3LTAA_47,355.91,1829,1,6,7
06_01_N3LKAA_47,354.89,1829,1,3,4
10_01_N3MKAA_47,357.65,1829,1,7,1
14_01_N3LRAA_47,356.86,1829,1,4,5
18_01_N3LCAA_47,356.11,1829,1,1,2
22_01_N3LNAA_47,353.78,1829,1,5,6
26_01_N3MHAA_47,354.98,1829,1,2,3
30_01_N3MEAA_47,357.23,1829,1,6,7
03_01_N877AA_48,112.77,868,1,7,1
07_01_N883AA_48,113.32,868,1,4,5
11_01_N870AA_48,111.93,868,1,1,2
15_01_N877AA_48,110.41,868,1,5,6
19_01_N883AA_48,110.67,868,1,2,3
23_01_N882AA_48,114.33,868,1,6,7
27_01_N883AA_48,114.42,868,1,3,4
31_01_N880AA_48,114.34,868,1,7,1
05_01_N4WKAA_50,77.69,550,1,2,3
10_01_N4YBAA_50,77.58,550,1,7,1
14_01_N4XTAA_50,76.98,550,1,4,5
19_01_N4XLAA_50,74.59,550,1,2,3
24_01_N4XRAA_50,76.05,550,1,7,1
28_01_N520AA_50,74.31,550,1,4,5
04_01_N437AA_51,75.81,550,1,1,2
08_01_N4YLAA_51,77.72,550,1,5,6
12_01_N4YAAA_51,78.05,550,1,2,3
16_01_N489AA_51,78.28,550,1,6,7
20_01_N570AA_51,74.92,550,1,3,4
24_01_N4XDAA_51,75.75,550,1,7,1
28_01_N439AA_51,76.73,550,1,4,5
01_01_N3MCAA_52,488.7,2311,1,5,6
05_01_N3LPAA_52,489.69,2311,1,2,3
09_01_N3MGAA_52,488.29,2311,1,6,7
13_01_N3LEAA_52,490.09,2311,1,3,4
17_01_N3MBAA_52,489.81,2311,1,7,1
21_01_N3CUAA_52,487.53,2311,1,4,5
29_01_N3MJAA_52,490.02,2311,1,5,6
02_01_N3ABAA_53,133.17,1012,1,6,7
06_01_N3EEAA_53,129.15,1012,1,3,4
10_01_N3JNAA_53,131.78,1012,1,7,1
14_01_N3ENAA_53,132.39,1012,1,4,5
18_01_N3MVAA_53,132.82,1012,1,1,2
22_01_N3GYAA_53,128.75,1012,1,5,6
26_01_N3GYAA_53,132.17,1012,1,2,3
30_01_N3LAAA_53,128.93,1012,1,6,7
03_01_N3JMAA_54,129.32,1005,1,7,1
07_01_N3CXAA_54,128.82,1005,1,4,5
11_01_N3BMAA_54,130.7,1005,1,1,2
15_01_N3JKAA_54,128.44,1005,1,5,6
19_01_N3KYAA_54,129.65,1005,1,2,3
23_01_N3KWAA_54,128.53,1005,1,6,7
27_01_N3JKAA_54,129.06,1005,1,3,4
31_01_N3CWAA_54,131.09,1005,1,7,1
04_01_N3HLAA_56,322.09,1709,1,1,2
08_01_N3FRAA_56,322.89,1709,1,5,6
12_01_N3FWAA_56,324.56,1709,1,2,3
16_01_N3EFAA_56,321.17,1709,1,6,7
20_01_N3JEAA_56,321.39,1709,1,3,4
24_01_N3HCAA_56,325.43,1709,1,7,1
28_01_N3HTAA_56,323.21,1709,1,4,5
01_01_N3ENAA_57,320.85,1709,1,5,6
05_01_N3JHAA_57,322.53,1709,1,2,3
09_01_N3DNAA_57,321.59,1709,1,6,7
13_01_N3DUAA_57,323.25,1709,1,3,4
17_01_N3DAAA_57,324.84,1709,1,7,1
21_01_N3NDAA_57,321.27,1709,1,4,5
25_01_N3KNAA_57,324.87,1709,1,1,2
29_01_N3ADAA_57,323.17,1709,1,5,6
02_01_N855AA_58,542.16,2504,1,6,7
06_01_N865AA_58,541.37,2504,1,3,4
10_01_N850AA_58,540.41,2504,1,7,1
14_01_N858AA_58,540.88,2504,1,4,5
18_01_N854AA_58,543.04,2504,1,1,2
