UniqueID,Price,Distance,CarrierNum,Day,DayOfBooking
06_01_N4YBAA_43,141.35,986,1,3,5
10_01_N439AA_43,142.93,986,1,7,2
14_01_N466AA_43,140.91,986,1,4,6
18_01_N566AA_43,142.21,986,1,1,3
22_01_N547AA_43,139.35,986,1,5,7
26_01_N4XPAA_43,140.25,986,1,2,4
30_01_N4XVAA_43,141.59,986,1,6,1
03_01_N4WJAA_43,140.96,986,1,7,2
07_01_N434AA_43,141.14,986,1,4,6
11_01_N468AA_43,141.0,986,1,1,3
15_01_N501AA_43,143.57,986,1,5,7
19_01_N499AA_43,143.2,986,1,2,4
23_01_N520AA_43,144.92,986,1,6,1
27_01_N4UCAA_43,140.31,986,1,3,5
31_01_N4XGAA_43,143.77,986,1,7,2
04_01_N3FWAA_44,532.27,2422,1,1,3
08_01_N3JYAA_44,534.51,2422,1,5,7
12_01_N3MLAA_44,536.31,2422,1,2,4
16_01_N3CXAA_44,536.55,2422,1,6,1
20_01_N3JNAA_44,535.84,2422,1,3,5
25_01_N3MNAA_44,533.99,2422,1,1,3
29_01_N3CEAA_44,535.54,2422,1,5,7
02_01_N3KPAA_45,536.5,2422,1,6,1
06_01_N3LBAA_45,532.34,2422,1,3,5
10_01_N3ADAA_45,533.09,2422,1,7,2
14_01_N3MUAA_45,532.73,2422,1,4,6
18_01_N3GHAA_45,533.21,2422,1,1,3
22_01_N3DXAA_45,533.07,2422,1,5,7
28_01_N3CEAA_45,536.72,2422,1,4,6
01_01_N3JUAA_46,372.95,1829,1,5,7
02_01_N3LTAA_47,371.41,1829,1,6,1
06_01_N3LKAA_47,373.61,1829,1,3,5
10_01_N3MKAA_47,373.74,1829,1,7,2
14_01_N3LRAA_47,370.95,1829,1,4,6
18_01_N3LCAA_47,371.26,1829,1,1,3
22_01_N3LNAA_47,369.43,1829,1,5,7
26_01_N3MHAA_47,371.41,1829,1,2,4
30_01_N3MEAA_47,370.26,1829,1,6,1
03_01_N877AA_48,129.43,868,1,7,2
07_01_N883AA_48,127.81,868,1,4,6
11_01_N870AA_48,130.61,868,1,1,3
15_01_N877AA_48,128.77,868,1,5,7
19_01_N883AA_48,130.64,868,1,2,4
23_01_N882AA_48,127.8,868,1,6,1
27_01_N883AA_48,130.49,868,1,3,5
31_01_N880AA_48,130.19,868,1,7,2
05_01_N4WKAA_50,91.41,550,1,2,4
10_01_N4YBAA_50,91.68,550,1,7,2
14_01_N4XTAA_50,90.57,550,1,4,6
19_01_N4XLAA_50,93.47,550,1,2,4
24_01_N4XRAA_50,92.67,550,1,7,2
28_01_N520AA_50,90.71,550,1,4,6
04_01_N437AA_51,91.52,550,1,1,3
08_01_N4YLAA_51,91.53,550,1,5,7
12_01_N4YAAA_51,91.34,550,1,2,4
16_01_N489AA_51,90.9,550,1,6,1
20_01_N570AA_51,92.07,550,1,3,5
24_01_N4XDAA_51,95.48,550,1,7,2
28_01_N439AA_51,94.46,550,1,4,6
01_01_N3MCAA_52,502.27,2311,1,5,7
05_01_N3LPAA_52,506.19,2311,1,2,4
09_01_N3MGAA_52,503.47,2311,1,6,1
13_01_N3LEAA_52,504.46,2311,1,3,5
17_01_N3MBAA_52,502.92,2311,1,7,2
21_01_N3CUAA_52,504.57,2311,1,4,6
29_01_N3MJAA_52,503.58,2311,1,5,7
02_01_N3ABAA_53,147.53,1012,1,6,1
06_01_N3EEAA_53,145.81,1012,1,3,5
10_01_N3JNAA_53,149.12,1012,1,7,2
14_01_N3ENAA_53,146.98,1012,1,4,6
18_01_N3MVAA_53,146.03,1012,1,1,3
22_01_N3GYAA_53,146.15,1012,1,5,7
26_01_N3GYAA_53,147.16,1012,1,2,4
30_01_N3LAAA_53,146.44,1012,1,6,1
03_01_N3JMAA_54,145.84,1005,1,7,2
07_01_N3CXAA_54,146.73,1005,1,4,6
11_01_N3BMAA_54,145.56,1005,1,1,3
15_01_N3JKAA_54,144.28,1005,1,5,7
19_01_N3KYAA_54,146.77,1005,1,2,4
23_01_N3KWAA_54,144.05,1005,1,6,1
27_01_N3JKAA_54,144.9,1005,1,3,5
31_01_N3CWAA_54,146.13,1005,1,7,2
04_01_N3HLAA_56,339.14,1709,1,1,3
08_01_N3FRAA_56,336.09,1709,1,5,7
12_01_N3FWAA_56,338.77,1709,1,2,4
16_01_N3EFAA_56,338.08,1709,1,6,1
20_01_N3JEAA_56,338.42,1709,1,3,5
24_01_N3HCAA_56,339.64,1709,1,7,2
28_01_N3HTAA_56,339.5,1709,1,4,6
01_01_N3ENAA_57,339.91,1709,1,5,7
05_01_N3JHAA_57,338.7,1709,1,2,4
09_01_N3DNAA_57,339.0,1709,1,6,1
13_01_N3DUAA_57,339.25,1709,1,3,5
17_01_N3DAAA_57,339.0,1709,1,7,2
21_01_N3NDAA_57,336.12,1709,1,4,6
25_01_N3KNAA_57,339.37,1709,1,1,3
29_01_N3ADAA_57,337.6,1709,1,5,7
02_01_N855AA_58,555.42,2504,1,6,1
06_01_N865AA_58,557.42,2504,1,3,5
10_01_N850AA_58,558.1,2504,1,7,2
14_01_N858AA_58,555.82,2504,1,4,6
18_01_N854AA_58,556.09,2504,1,1,3
22_01_N862AA_58,556.8,2504,1,5,7
26_01_N865AA_58,556.19,2504,1,2,4
30_01_N863AA_58,557.45,2504,1,6,1
03_01_N864AA_59,555.39,2504,1,7,2
07_01_N861AA_59,559.02,2504,1,4,6
11_01_N857AA_59,558.67,2504,1,1,3
15_01_N865AA_59,555.52,2504,1,5,7
19_01_N860AA_59,558.69,2504,1,2,4
23_01_N861AA_59,555.93,2504,1,6,1
27_01_N854AA_59,557.29,2504,1,3,5
31_01_N853AA_59,557.62,2504,1,7,2
05_01_N863AA_60,177.37,1121,1,2,4
09_01_N3AHAA_60,177.37,1121,1,6,1
13_01_N863AA_60,178.66,1121,1,3,5
17_01_N5FMAA_60,178.12,1121,1,7,2
21_01_N864AA_60,177.61,1121,1,4,6
25_01_N854AA_60,176.62,1121,1,1,3
29_01_N5DKAA_60,175.44,1121,1,5,7
02_01_N387AA_61,179.46,1121,1,6,1
07_01_N353AA_61,176.72,1121,1,4,6
11_01_N367AA_61,176.94,1121,1,1,3
15_01_N5FSAA_61,178.79,1121,1,5,7
19_01_N5ERAA_61,178.4,1121,1,2,4
23_01_N5DGAA_61,175.65,1121,1,6,1
27_01_N5EUAA_61,176.67,1121,1,3,5
31_01_N5DVAA_61,177.93,1121,1,7,2
04_01_N010AA_62,137.56,964,1,1,3
04_01_N3CDAA_63,138.14,964,1,1,3
08_01_N3BHAA_63,141.13,964,1,5,7
12_01_N3CDAA_63,140.49,964,1,2,4
16_01_N3FUAA_63,140.61,964,1,6,1
20_01_N3JMAA_63,139.51,964,1,3,5
24_01_N3KVAA_63,142.05,964,1,7,2
28_01_N3JAAA_63,139.49,964,1,4,6
01_01_N381AA_64,169.82,1089,1,5,7
05_01_N399AA_64,169.3,1089,1,2,4
09_01_N3JNAA_64,169.06,1089,1,6,1
13_01_N390AA_64,170.03,1089,1,3,5
17_01_N7BNAA_64,167.59,1089,1,7,2
21_01_N373AA_64,166.03,1089,1,4,6
27_01_N393AA_64,167.18,1089,1,3,5
31_01_N7BGAA_64,168.01,1089,1,7,2
04_01_N349AA_65,166.1,1089,1,1,3
08_01_N5ESAA_65,167.03,1089,1,5,7
12_01_N390AA_65,166.14,1089,1,2,4
16_01_N3JSAA_65,168.78,1089,1,6,1
20_01_N396AA_65,166.73,1089,1,3,5
25_01_N373AA_65,167.95,1089,1,1,3
29_01_N390AA_65,168.55,1089,1,5,7
03_01_N3CTAA_66,287.54,1521,1,7,2
07_01_N3FGAA_66,287.38,1521,1,4,6
11_01_N3AGAA_66,287.0,1521,1,1,3
15_01_N3BVAA_66,288.56,1521,1,5,7
19_01_N3BFAA_66,284.63,1521,1,2,4
25_01_N3GSAA_66,286.18,1521,1,1,3
29_01_N3EKAA_66,286.52,1521,1,5,7
03_01_N3KJAA_67,287.5,1521,1,7,2
07_01_N3AMAA_67,286.43,1521,1,4,6
11_01_N3FVAA_67,287.96,1521,1,1,3
15_01_N3CTAA_67,285.99,1521,1,5,7
19_01_N3ECAA_67,285.21,1521,1,2,4
25_01_N3JFAA_67,288.9,1521,1,1,3
29_01_N3BJAA_67,284.76,1521,1,5,7
02_01_N390AA_68,513.44,2342,1,6,1
06_01_N377AA_68,514.05,2342,1,3,5
10_01_N362AA_68,513.28,2342,1,7,2
14_01_N3JPAA_68,513.45,2342,1,4,6
18_01_N3EGAA_68,509.96,2342,1,1,3
22_01_N3BNAA_68,511.99,2342,1,5,7
26_01_N3JPAA_68,511.03,2342,1,2,4
30_01_N3GJAA_68,512.46,2342,1,6,1
03_01_N873AA_69,514.69,2342,1,7,2
07_01_N869AA_69,513.4,2342,1,4,6
11_01_N877AA_69,512.69,2342,1,1,3
15_01_N868AA_69,510.59,2342,1,5,7
19_01_N877AA_69,513.13,2342,1,2,4
23_01_N874AA_69,514.85,2342,1,6,1
27_01_N872AA_69,510.8,2342,1,3,5
31_01_N871AA_69,515.37,2342,1,7,2
04_01_N3DMAA_70,157.54,1055,1,1,3
08_01_N3EDAA_70,160.71,1055,1,5,7
12_01_N3EJAA_70,158.96,1055,1,2,4
16_01_N3AVAA_70,158.31,1055,1,6,1
20_01_N3EBAA_70,159.27,1055,1,3,5
24_01_N3AVAA_70,159.59,1055,1,7,2
28_01_N3FUAA_70,160.28,1055,1,4,6
01_01_N3HUAA_71,156.23,1055,1,5,7
05_01_N3JAAA_71,158.68,1055,1,2,4
09_01_N3KBAA_71,157.01,1055,1,6,1
13_01_N3JTAA_71,156.54,1055,1,3,5
17_01_N3CCAA_71,159.81,1055,1,7,2
21_01_N3MUAA_71,158.15,1055,1,4,6
25_01_N3AMAA_71,157.69,1055,1,1,3
29_01_N3DVAA_71,156.57,1055,1,5,7
02_01_N3GRAA_72,55.86,236,1,6,1
06_01_N880AA_72,57.87,236,1,3,5
11_01_N858AA_72,59.4,236,1,1,3
15_01_N853AA_72,58.78,236,1,5,7
20_01_N863AA_72,56.89,236,1,3,5
25_01_N864AA_72,58.65,236,1,1,3
29_01_N860AA_72,58.84,236,1,5,7
03_01_N3GVAA_73,57.85,236,1,7,2
07_01_N870AA_73,55.86,236,1,4,6
11_01_N884AA_73,56.07,236,1,1,3
15_01_N861AA_73,58.4,236,1,5,7
19_01_N869AA_73,59.75,236,1,2,4
